Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000020850,Prpf8,Gene Expression,0.031284835677494065,3.044761494042092e-07,1.0394081112263334e-06,4262,1.4222809272727575,1991
ENSMUSG00000025764,Jade1,Gene Expression,0.03128130587518072,3.030401631853863e-07,1.0346779312748174e-06,960,0.31659441674975575,764
ENSMUSG00000056494,Cngb3,Gene Expression,0.03128073439874332,2.4069635173873394e-13,1.0777824433567024e-12,7,0.0015026661269056918,4
ENSMUSG00000034729,Mrps10,Gene Expression,0.03127493487908522,3.071550762623332e-07,1.0482049645736499e-06,1794,0.5889734385679684,1232
ENSMUSG00000027684,Mecom,Gene Expression,0.03126190620607739,2.0274943302034387e-07,7.016988463561228e-07,43,0.015390591535946952,40
ENSMUSG00000028559,Osbpl9,Gene Expression,0.03125880554133002,3.1009479517507543e-07,1.0578856645760128e-06,1230,0.4213667174876801,965
ENSMUSG00000003644,Rps6ka1,Gene Expression,0.03124614025348875,3.0605915157799757e-07,1.0446385130450875e-06,442,0.15676980891360356,404
ENSMUSG00000035107,Dcbld2,Gene Expression,0.031243219593386308,3.0963339558987e-07,1.0564870418532286e-06,610,0.19601815560775152,515
ENSMUSG00000048915,Efna5,Gene Expression,0.031238751657537315,2.965695367063148e-07,1.013764486205413e-06,261,0.08153898906990213,231
ENSMUSG00000021013,Ttc8,Gene Expression,0.031226677450686094,3.144505287266952e-07,1.0725671031315335e-06,630,0.19736880354544292,519
ENSMUSG00000031788,Kifc3,Gene Expression,0.031194638615430863,3.2847683861803034e-07,1.1200378709657785e-06,1358,0.4557388374715162,1040
ENSMUSG00000052337,Immt,Gene Expression,0.031186475443817786,3.3206079241843156e-07,1.1316949103258555e-06,3562,1.1662438507108357,1871
ENSMUSG00000032131,Abcg4,Gene Expression,0.031186448107619166,3.303357740680468e-07,1.126189535754058e-06,1438,0.48711862287568625,1075
ENSMUSG00000027677,Ttc14,Gene Expression,0.031166131351736577,3.3546449040855464e-07,1.142915835978996e-06,1343,0.4447644857080964,1020
ENSMUSG00000022677,Fopnl,Gene Expression,0.031165474050798895,3.3809877075796635e-07,1.15150881075127e-06,2947,0.9625718630845628,1695
ENSMUSG00000026241,Nppc,Gene Expression,0.03116327143231015,3.236509349413552e-07,1.1037657382860559e-06,343,0.10603954008352437,300
ENSMUSG00000050796,B3galt6,Gene Expression,0.031157546099535072,3.3562196732894733e-07,1.143262758548482e-06,799,0.2539013442611155,656
ENSMUSG00000033386,Frrs1,Gene Expression,0.031152050053055165,2.482273149251313e-07,8.533437011080819e-07,59,0.01660072272385511,49
ENSMUSG00000057130,Txnl4a,Gene Expression,0.03112822899425112,3.4881187982449546e-07,1.1874053453379345e-06,2790,0.9513930560050553,1681
ENSMUSG00000024900,Cpt1a,Gene Expression,0.03112775915880441,3.4061817433261865e-07,1.1598971943459834e-06,551,0.19447881153374225,470
ENSMUSG00000038628,Polr3k,Gene Expression,0.03112747267315629,3.4745978805261757e-07,1.1829986552457698e-06,1645,0.5333973479616911,1146
ENSMUSG00000044461,Shisa2,Gene Expression,0.03111873015564285,2.994457244387405e-07,1.0230854752818038e-06,99,0.033011609313746394,94
ENSMUSG00000028857,Tmem222,Gene Expression,0.03111768501549013,3.520891438402174e-07,1.1983630502076584e-06,3894,1.2584898527898238,1892
ENSMUSG00000087478,4930506C21Rik,Gene Expression,0.031103898418991378,3.006778261926968e-07,1.0271242536253346e-06,105,0.04145997138836709,102
ENSMUSG00000003161,Sri,Gene Expression,0.03109197526223449,3.5965971934004415e-07,1.223116913445103e-06,2639,0.9211294309964303,1633
ENSMUSG00000033170,Card10,Gene Expression,0.031085853136471112,3.3126544063399876e-07,1.1291715965463532e-06,187,0.06289298904928836,181
ENSMUSG00000110752,D730003K21Rik,Gene Expression,0.03106474709592067,2.7817200765056782e-08,1.0041760191834942e-07,8,0.0016466528962380844,8
ENSMUSG00000022200,Golph3,Gene Expression,0.031054272224807625,3.7165111121950645e-07,1.2622252320868806e-06,2789,0.9088140458290412,1644
ENSMUSG00000026749,Nek6,Gene Expression,0.031041237885635627,3.721284143054504e-07,1.2636373790894503e-06,951,0.3106421937877686,769
ENSMUSG00000000282,Mnt,Gene Expression,0.031040135324700173,3.7036671374224284e-07,1.2580710593784122e-06,1001,0.3203714974281909,781
ENSMUSG00000003531,Dgcr6,Gene Expression,0.031034097474681967,3.7784272954866083e-07,1.2828294556019976e-06,4449,1.493623063105765,2059
ENSMUSG00000055172,C1ra,Gene Expression,0.031032211464279032,2.1726341037364705e-07,7.502873596766188e-07,32,0.009220016073907362,31
ENSMUSG00000000538,Tom1l2,Gene Expression,0.03102902156359313,3.7901366178871854e-07,1.2862401449298982e-06,5697,1.9126548821158047,2274
ENSMUSG00000036218,Pdzrn4,Gene Expression,0.031020641304381168,3.559855046297855e-07,1.2110227201712724e-06,226,0.06996379472629288,208
ENSMUSG00000034923,Ly6g6f,Gene Expression,0.031008322633863765,2.951373740955887e-07,1.0090368136827717e-06,61,0.02918284590324686,61
ENSMUSG00000041119,Pde9a,Gene Expression,0.031006765789671275,3.7813963782440396e-07,1.2836253667324116e-06,520,0.17552342981007119,470
ENSMUSG00000020962,Gtf2a1,Gene Expression,0.030981199081693344,3.915230830653371e-07,1.3281787018649743e-06,1085,0.3865097075844932,877
ENSMUSG00000029192,Tbc1d14,Gene Expression,0.030965528523779907,4.001012205989696e-07,1.356830550674353e-06,2140,0.7372253961736277,1414
ENSMUSG00000055436,Srsf11,Gene Expression,0.03096399250839529,4.013918135647998e-07,1.3609825743316137e-06,2746,0.8977600913784901,1614
ENSMUSG00000020424,Castor1,Gene Expression,0.03095916128924195,3.576689124873411e-07,1.2165480361158835e-06,150,0.05253208436672982,144
ENSMUSG00000085363,Gm15478,Gene Expression,0.030953513811764068,4.399153374912146e-08,1.575871088652051e-07,8,0.0023922026939254184,8
ENSMUSG00000030035,Wbp1,Gene Expression,0.03094674996633316,4.0549321722593845e-07,1.374435349726065e-06,1471,0.5054501366905444,1086
ENSMUSG00000069920,B3gnt9,Gene Expression,0.030936798961197845,3.6433451522377425e-07,1.2386047130162532e-06,145,0.0576384578513791,141
ENSMUSG00000039431,Mtmr7,Gene Expression,0.030924498495248837,4.1244393589323636e-07,1.3977644703052866e-06,1170,0.37550332819837207,904
ENSMUSG00000007880,Arid1a,Gene Expression,0.03091572591608475,4.1735189815206297e-07,1.4134647866198452e-06,2732,0.9364768757839328,1647
ENSMUSG00000029060,Mib2,Gene Expression,0.030897866183241966,4.242615179173015e-07,1.436629079296694e-06,2346,0.7679414300615993,1466
ENSMUSG00000044986,Tst,Gene Expression,0.030890118465777702,4.248817249141723e-07,1.4384921154641984e-06,1381,0.5133749113396501,1055
ENSMUSG00000031728,Zfp821,Gene Expression,0.030885145428493802,4.257005297159111e-07,1.4410268054842112e-06,1066,0.34904447100736974,845
ENSMUSG00000001211,Agpat3,Gene Expression,0.03085590442880705,4.39131429663675e-07,1.4862464729836145e-06,5162,1.7779720386509483,2239
ENSMUSG00000051223,Bzw1,Gene Expression,0.030855711847219955,4.3987164044523297e-07,1.4885065032625376e-06,4010,1.3473842041542745,1993
ENSMUSG00000042010,Acacb,Gene Expression,0.030854840253816757,3.854817527404464e-07,1.307900434070971e-06,140,0.043989483675732466,123
ENSMUSG00000037361,Sf3b6,Gene Expression,0.03085400807487279,4.402950843918063e-07,1.4896940404718824e-06,4520,1.512213215937414,2101
ENSMUSG00000030733,Sh2b1,Gene Expression,0.03084256353221203,4.440679570727468e-07,1.5022117750868618e-06,2064,0.6906774206701455,1380
ENSMUSG00000085837,Kcnmb4os2,Gene Expression,0.030839981812634188,4.172571135274694e-07,1.4133767749890077e-06,225,0.07128816530751399,210
ENSMUSG00000070469,Adamtsl3,Gene Expression,0.03083951245249318,7.989699413180062e-08,2.830006633523641e-07,15,0.00502702172658063,13
ENSMUSG00000031483,Erlin2,Gene Expression,0.030833984715430873,4.4559110801145607e-07,1.5068681025493587e-06,1247,0.4246255473581766,939
ENSMUSG00000056579,Tug1,Gene Expression,0.0308186699994389,4.531099560001195e-07,1.5320426162058024e-06,1927,0.6508238526951895,1311
ENSMUSG00000059493,Nhs,Gene Expression,0.03081718855539121,4.139506037947882e-07,1.4026391562527013e-06,181,0.05745155645748694,162
ENSMUSG00000085251,Gm12326,Gene Expression,0.03080863701587757,3.6243806755820174e-07,1.2323614134253056e-06,74,0.03136231386617091,69
ENSMUSG00000036099,Vezt,Gene Expression,0.030799333474906408,4.593012954412501e-07,1.5522102012740653e-06,1381,0.44542907361641937,1033
ENSMUSG00000090707,Gm8237,Gene Expression,0.030799079919164786,5.3204472605372644e-08,1.898615051597665e-07,8,0.0022505055337447093,8
ENSMUSG00000022681,Ntan1,Gene Expression,0.030785612993307253,4.6680360266115883e-07,1.5767861251349635e-06,2564,0.8414335109588355,1556
ENSMUSG00000019261,Map1s,Gene Expression,0.03078542189473674,4.6655712004906036e-07,1.5762127074967762e-06,2238,0.7369252804286046,1437
ENSMUSG00000032745,Gpbp1,Gene Expression,0.03078044110691702,4.6892084504257525e-07,1.5836774355670993e-06,2679,0.875598250793217,1615
ENSMUSG00000020180,Snrpd3,Gene Expression,0.030775024408513957,4.709679357617347e-07,1.5903295976806502e-06,3903,1.2811825498176797,1974
ENSMUSG00000024644,Cndp2,Gene Expression,0.030770405939241657,4.722518069932846e-07,1.59387894247906e-06,1982,0.6679231009983346,1345
ENSMUSG00000051319,Mtln,Gene Expression,0.03075844712091887,4.775632520548356e-07,1.6112759813129483e-06,3612,1.1948845849404666,1860
ENSMUSG00000024193,Phf1,Gene Expression,0.030756009644916846,4.7489683185908405e-07,1.6025427913457659e-06,1152,0.3709150312074275,887
ENSMUSG00000030876,Mettl9,Gene Expression,0.03074937473020402,4.813038663176172e-07,1.6233634263058821e-06,3127,1.0540207137932802,1781
ENSMUSG00000058407,Txndc9,Gene Expression,0.030739880269610668,4.846605416997107e-07,1.634416639638683e-06,2198,0.7206528599132543,1399
ENSMUSG00000058099,Nfam1,Gene Expression,0.030736389282423303,3.553041485471198e-07,1.2089050062524062e-06,61,0.024114044452618225,58
ENSMUSG00000046613,Vwa5b2,Gene Expression,0.030729668565142736,4.7203160957742796e-07,1.5933992369154186e-06,923,0.3181961060458995,721
ENSMUSG00000073805,Insyn2a,Gene Expression,0.030724182879250883,4.5784404467674733e-07,1.547539989114692e-06,220,0.06601111445140244,201
ENSMUSG00000003420,Fcgrt,Gene Expression,0.030715861528074147,4.807154481145659e-07,1.6216450190583976e-06,648,0.24436694908736115,545
ENSMUSG00000023999,Kif6,Gene Expression,0.030713253697408575,3.667386487826718e-07,1.245953166957369e-06,58,0.018758528476927272,56
ENSMUSG00000028466,Creb3,Gene Expression,0.030712905261419975,4.949547338650717e-07,1.6683100988554607e-06,1902,0.628333427895873,1290
ENSMUSG00000005683,Cs,Gene Expression,0.030705678214833866,4.980928995923506e-07,1.6786122915395751e-06,6254,2.113246791555258,2341
ENSMUSG00000023571,C1qtnf12,Gene Expression,0.030703651106211115,4.886380815527502e-07,1.6475596171704743e-06,663,0.21261740811804625,539
ENSMUSG00000036430,Tbcc,Gene Expression,0.03069974217190897,4.997686500196608e-07,1.68370730501868e-06,1260,0.40516628001696053,964
ENSMUSG00000070462,Tlnrd1,Gene Expression,0.030699323262509678,4.985664499024267e-07,1.679932613874931e-06,1079,0.3520449345576484,846
ENSMUSG00000030887,Pdzd9,Gene Expression,0.03065805536793319,5.68197171535445e-08,2.0237591352330412e-07,8,0.0022861494918920296,8
ENSMUSG00000008301,Phax,Gene Expression,0.030648106997606537,5.23465842672266e-07,1.7626753436910397e-06,2014,0.666878298334948,1351
ENSMUSG00000056665,Them6,Gene Expression,0.030637945025285558,5.234139195398058e-07,1.7626753436910397e-06,998,0.33133064783674104,783
ENSMUSG00000074259,Gramd2,Gene Expression,0.030637138647164004,4.918530911446339e-07,1.658127650882074e-06,208,0.06446805072297776,193
ENSMUSG00000023307,March5,Gene Expression,0.030634402757310882,5.299289016491571e-07,1.7838537367655715e-06,2562,0.8405875315117658,1584
ENSMUSG00000099907,Gm10421,Gene Expression,0.030626660096654667,3.7903513616655005e-07,1.2862401449298982e-06,61,0.020630823760665697,60
ENSMUSG00000027170,Eif3m,Gene Expression,0.030620983011153003,5.363260540125481e-07,1.804500893159808e-06,3586,1.1745121811654633,1880
ENSMUSG00000047213,Ythdf3,Gene Expression,0.030619825006617044,5.349265397303071e-07,1.800086950404493e-06,1503,0.4914748928994242,1104
ENSMUSG00000032193,Ldlr,Gene Expression,0.03061413294297271,5.288260009894685e-07,1.780432868621377e-06,631,0.21133920650513532,530
ENSMUSG00000018574,Acadvl,Gene Expression,0.03058940721081031,5.474082929168844e-07,1.8414861584549654e-06,1456,0.5053645696783956,1074
ENSMUSG00000030652,Coq7,Gene Expression,0.03056862913461224,5.604905868317189e-07,1.8839526531202282e-06,2475,0.8116886863662119,1525
ENSMUSG00000032525,Nktr,Gene Expression,0.030567654280891875,5.585768998450646e-07,1.877827496386354e-06,1404,0.45498376531332285,1035
ENSMUSG00000028917,Plekhm2,Gene Expression,0.030566231402728912,5.613256270908806e-07,1.8864507906028222e-06,2217,0.7680148339924018,1499
ENSMUSG00000007836,Hnrnpa0,Gene Expression,0.03055701333594159,5.657041690643183e-07,1.900543981890001e-06,4676,1.5648223328843596,2118
ENSMUSG00000027315,Spint1,Gene Expression,0.030549539343714228,4.631157943801867e-07,1.5648438946951572e-06,93,0.030293310886711472,84
ENSMUSG00000028602,Tnfrsf8,Gene Expression,0.030535382120469606,3.6659292335095017e-07,1.2456640782867881e-06,44,0.013137981507582082,39
ENSMUSG00000015839,Nfe2l2,Gene Expression,0.03052190159319899,5.576277184449197e-07,1.8749433466010524e-06,451,0.17455684826441448,396
ENSMUSG00000041231,Ublcp1,Gene Expression,0.030518262337731583,5.834521594749731e-07,1.9588888975737613e-06,1937,0.6459084230668615,1306
ENSMUSG00000000171,Sdhd,Gene Expression,0.030517294537372713,5.851419477842512e-07,1.963599505926112e-06,4092,1.3371513059389064,1946
ENSMUSG00000062376,Borcs7,Gene Expression,0.03051724515884801,5.836055139152307e-07,1.959083607495833e-06,1798,0.5820206795606598,1231
ENSMUSG00000000738,Spg7,Gene Expression,0.030515879614558844,5.848703770183761e-07,1.9630088262482464e-06,1911,0.6331223949708134,1338
ENSMUSG00000106918,Mrpl33,Gene Expression,0.03050950534769049,5.885237426284107e-07,1.974625472571953e-06,4973,1.6511317854894356,2153
ENSMUSG00000034757,Tmub2,Gene Expression,0.030498455973309954,5.940179368391085e-07,1.992193878011003e-06,2297,0.7406031750279666,1440
ENSMUSG00000062762,Ei24,Gene Expression,0.03049302454422723,5.973647652091074e-07,2.0026536776200886e-06,2818,0.9232257277763282,1655
ENSMUSG00000024158,Hagh,Gene Expression,0.030489095713371158,5.984513042900375e-07,2.0059689338121274e-06,5372,1.7723606202848374,2182
ENSMUSG00000037060,Cavin3,Gene Expression,0.03048335688387239,6.00066253353404e-07,2.0103980934266687e-06,1742,0.6333715791577059,1236
ENSMUSG00000027329,Spef1,Gene Expression,0.03048118468191036,5.756543977053497e-07,1.933024509064842e-06,344,0.10967133754944802,300
ENSMUSG00000040706,Agmat,Gene Expression,0.030477794657780104,4.049826201057982e-07,1.3729311794477752e-06,47,0.014624512694858252,46
ENSMUSG00000057554,Lgals8,Gene Expression,0.030477098266361732,5.958823414697889e-07,1.9980099270695845e-06,735,0.2495132467801456,620
ENSMUSG00000045377,Tmem88,Gene Expression,0.030438371570648444,5.669741049985078e-07,1.9044990211068251e-06,197,0.059458171764899446,171
ENSMUSG00000058914,C1qtnf3,Gene Expression,0.03043783424258442,5.879623676818824e-08,2.093431348640657e-07,7,0.0021487760100580605,7
ENSMUSG00000020392,Cdkn2aipnl,Gene Expression,0.03043585235742261,6.253669120326322e-07,2.0931146694034533e-06,1799,0.5921329646154384,1261
ENSMUSG00000024621,Csf1r,Gene Expression,0.03042727932098968,6.277475714799863e-07,2.100740529155374e-06,2223,0.8441048075118295,1400
ENSMUSG00000021423,Ly86,Gene Expression,0.030427245322170424,6.182048684078012e-07,2.0698176037434595e-06,692,0.26664233302321433,581
ENSMUSG00000024097,Srsf7,Gene Expression,0.030410099061493362,6.40016075026395e-07,2.1410992094678816e-06,2851,0.9361567066656016,1639
ENSMUSG00000020792,Exoc7,Gene Expression,0.03040912351518403,6.40235474191897e-07,2.1414844646366547e-06,2417,0.7909469952060797,1468
ENSMUSG00000048070,Pirt,Gene Expression,0.030405765935539758,3.352079922525064e-07,1.1422313804669915e-06,27,0.008693627386205155,27
ENSMUSG00000024885,Aldh3b1,Gene Expression,0.030400259633471812,6.079441123851836e-07,2.0364591300898766e-06,257,0.10289403258863777,241
ENSMUSG00000022783,Spag6l,Gene Expression,0.030399552904955423,5.992998559634088e-07,2.008157925446464e-06,215,0.06648232600119192,190
ENSMUSG00000090486,BC035947,Gene Expression,0.030398692252228427,5.49932506199724e-07,1.8496747556265768e-06,107,0.035961995929535,102
ENSMUSG00000032262,Elovl4,Gene Expression,0.030391575191637175,6.481211385356289e-07,2.167155056978509e-06,1520,0.4890287113137921,1096
ENSMUSG00000040591,1110051M20Rik,Gene Expression,0.0303884834703278,6.517850446030593e-07,2.17834259904429e-06,3995,1.3135711506432113,1938
ENSMUSG00000004626,Stxbp2,Gene Expression,0.030387539119009155,6.336291356046075e-07,2.120077681084863e-06,554,0.18111373975557768,463
ENSMUSG00000049092,Gpr137c,Gene Expression,0.030382557991548816,6.503117950806825e-07,2.1737724565794894e-06,1138,0.3813365671531531,896
ENSMUSG00000020260,Pofut2,Gene Expression,0.030365466233909084,6.612536880279407e-07,2.2089098807879697e-06,1486,0.498669410968683,1083
ENSMUSG00000030691,Fchsd2,Gene Expression,0.030363223157669355,6.562717949076813e-07,2.192947314378258e-06,713,0.2464818747634687,617
ENSMUSG00000024271,Elp2,Gene Expression,0.030361310855683925,6.666367544649887e-07,2.2265299111898433e-06,2482,0.8099783846245178,1538
ENSMUSG00000041075,Fzd7,Gene Expression,0.030346783906135835,5.940508029933511e-07,1.992193878011003e-06,158,0.05872773660677254,141
ENSMUSG00000052369,Tmem106c,Gene Expression,0.030331729743115803,6.799286156322637e-07,2.270185840979884e-06,1446,0.48704883229383766,1049
ENSMUSG00000046598,Bdh1,Gene Expression,0.03032693493173203,6.848348823584871e-07,2.286195616375164e-06,1900,0.6383700449129258,1315
ENSMUSG00000049036,Tmem121,Gene Expression,0.030319316442278914,6.871009661235661e-07,2.293015309948431e-06,1313,0.4172694193658464,974
ENSMUSG00000091803,Cox16,Gene Expression,0.030313453771353978,6.937018208752477e-07,2.313916253947246e-06,2720,0.9047496458357468,1633
ENSMUSG00000090247,Bloc1s1,Gene Expression,0.030303487880159605,6.951933659848919e-07,2.318515017985977e-06,1202,0.42417818711258526,950
ENSMUSG00000041570,Camsap2,Gene Expression,0.03030114616699872,7.006702318346214e-07,2.3364014352881776e-06,3163,1.0430942082176622,1723
ENSMUSG00000089633,A230009B12Rik,Gene Expression,0.030300173605712397,5.90139228595632e-07,1.9797224546487038e-06,106,0.04112692787520954,102
ENSMUSG00000019848,Popdc3,Gene Expression,0.030288643688894525,4.4502217622088835e-07,1.5051918979720005e-06,39,0.013048153191360537,38
ENSMUSG00000028653,Trit1,Gene Expression,0.030286492322763415,6.893710027267019e-07,2.3002172941395752e-06,442,0.13968188573121262,398
ENSMUSG00000046229,Scand1,Gene Expression,0.03028142458379554,7.104602335328281e-07,2.3686619665203537e-06,6807,2.2794310544391343,2366
ENSMUSG00000074781,Ube2n,Gene Expression,0.030269600267666733,7.183712928959807e-07,2.393871831509331e-06,6118,1.9995890904910638,2293
ENSMUSG00000032725,Folr2,Gene Expression,0.03026598631686175,1.6941788949509373e-07,5.889206635849755e-07,17,0.004545090368143204,15
ENSMUSG00000050295,Foxc1,Gene Expression,0.0302654292979884,6.563684304961015e-07,2.192947314378258e-06,179,0.06575017261609145,163
ENSMUSG00000027996,Sfrp2,Gene Expression,0.03025842691910298,6.128055480836281e-07,2.0520745199396994e-06,108,0.038409034054526295,100
ENSMUSG00000031918,Mtmr2,Gene Expression,0.030251492521859942,7.1558878178557e-07,2.3853733462603844e-06,664,0.24308173303547928,563
ENSMUSG00000027070,Lrp2,Gene Expression,0.030237409987337035,6.366331573026685e-08,2.2635845592983767e-07,8,0.003299412636677284,8
ENSMUSG00000039860,Srrm3,Gene Expression,0.03023423718667021,7.380035729198653e-07,2.45809750357745e-06,1524,0.4945142996840759,1088
ENSMUSG00000051403,Ppp1r37,Gene Expression,0.030231505378586813,7.424107828502002e-07,2.471975222508025e-06,2544,0.8478525423393846,1554
ENSMUSG00000039128,Cdc123,Gene Expression,0.03022976495710855,7.427532289216998e-07,2.472714687241517e-06,3010,1.006320893293643,1725
ENSMUSG00000030515,Tarsl2,Gene Expression,0.030229123743726244,7.381694160368824e-07,2.4582513345861096e-06,1072,0.348946519035588,858
ENSMUSG00000030890,Ilk,Gene Expression,0.030225611947909226,7.459846600443854e-07,2.4826678852991825e-06,2851,1.0096963252897961,1693
ENSMUSG00000022434,Fam118a,Gene Expression,0.03022004031767998,7.19972463869567e-07,2.3988184070282818e-06,584,0.19639884883610312,504
ENSMUSG00000020614,Fam20a,Gene Expression,0.030219162343832165,7.31473445148012e-07,2.4367424123756706e-06,552,0.20093854421860563,487
ENSMUSG00000009291,Pttg1ip,Gene Expression,0.030218030276302647,7.481501371753296e-07,2.4894713991140222e-06,1737,0.623510692286085,1221
ENSMUSG00000042726,Trafd1,Gene Expression,0.030209449203867957,7.542088458212248e-07,2.5088190622654215e-06,1495,0.4891164938976625,1086
ENSMUSG00000107451,Gm44421,Gene Expression,0.030199284234834544,6.759911688192233e-07,2.2574061398280434e-06,151,0.06050435642837518,141
ENSMUSG00000031642,Sh3rf1,Gene Expression,0.03017638341138921,7.614376797970834e-07,2.5324551875912714e-06,532,0.1718775646017625,469
ENSMUSG00000029093,Sorcs2,Gene Expression,0.03017550706613693,7.683036962191636e-07,2.5548771665792327e-06,1101,0.3781448679472489,862
ENSMUSG00000031955,Bcar1,Gene Expression,0.030170798969443125,7.789290987769704e-07,2.5889531475932823e-06,1731,0.5940505769684576,1195
ENSMUSG00000016831,Tox4,Gene Expression,0.03016869838738163,7.797806169662636e-07,2.5913641208273887e-06,1494,0.482282741237529,1099
ENSMUSG00000055204,Ankrd17,Gene Expression,0.03016149717230511,7.874670664431704e-07,2.6156383852883578e-06,2548,0.8427305554346907,1581
ENSMUSG00000022788,Fgd4,Gene Expression,0.030152578220954292,7.761097369218817e-07,2.5799997468160413e-06,587,0.19241790165757494,498
ENSMUSG00000027792,Bche,Gene Expression,0.030143451699472055,6.908817486994678e-07,2.3048838332708454e-06,120,0.04810663148268046,115
ENSMUSG00000026478,Lamc1,Gene Expression,0.03013881402274406,7.80350221107895e-07,2.5924183283377416e-06,497,0.1858272989074998,450
ENSMUSG00000010057,Nprl2,Gene Expression,0.030132627495320596,8.0427711623976e-07,2.670610809120677e-06,1466,0.4726610005229539,1081
ENSMUSG00000021550,2210016F16Rik,Gene Expression,0.030121285753115404,8.032470426577731e-07,2.6676216043261057e-06,796,0.258430152153492,643
ENSMUSG00000025532,Crcp,Gene Expression,0.030118365603595997,8.10494606762191e-07,2.690821137899556e-06,1150,0.36191429872896275,873
ENSMUSG00000107283,Mpv17,Gene Expression,0.03010571754374797,8.242773223976485e-07,2.73569520377016e-06,2336,0.7659414613610658,1506
ENSMUSG00000030224,Strap,Gene Expression,0.030103058235809492,8.262269683978474e-07,2.7417229589348046e-06,4001,1.3205319593416749,1965
ENSMUSG00000032905,Atg12,Gene Expression,0.030094617829807994,8.30901444759391e-07,2.7567892895892974e-06,1918,0.6213970585282239,1277
ENSMUSG00000023982,Guca1a,Gene Expression,0.030089164378077946,4.553260544160054e-07,1.5392822876291615e-06,37,0.01590846079190755,34
ENSMUSG00000008822,Acyp1,Gene Expression,0.030085082787051874,8.37236171724598e-07,2.7773582935427322e-06,1976,0.6461389565360149,1287
ENSMUSG00000078815,Cacng6,Gene Expression,0.03007731753725166,6.239381635797514e-07,2.088672907378591e-06,57,0.01620566719162156,54
ENSMUSG00000027303,Ptpra,Gene Expression,0.030063666136342097,8.531154265245533e-07,2.8291207945957098e-06,4582,1.5505996306300105,2130
ENSMUSG00000020804,Aanat,Gene Expression,0.030060504403652023,4.7203211428481495e-07,1.5933992369154186e-06,29,0.008356121804998107,28
ENSMUSG00000026042,Col5a2,Gene Expression,0.030059513114610307,6.11451751231229e-07,2.047874922936806e-06,62,0.0194878928122336,53
ENSMUSG00000047497,Adamts12,Gene Expression,0.0300482252489536,8.633553871817412e-10,3.3573297509486446e-09,4,0.001119292387306134,4
ENSMUSG00000032621,Srek1,Gene Expression,0.030038289713396237,8.655190422146575e-07,2.869327610659662e-06,1090,0.3432544806131611,815
ENSMUSG00000030096,Slc6a6,Gene Expression,0.03003349249503819,8.711759327262314e-07,2.8871492760005966e-06,1381,0.4849230255218798,1031
ENSMUSG00000021134,Srsf5,Gene Expression,0.030000759879832986,8.979418262278216e-07,2.9744142015518166e-06,5367,1.76822891317704,2222
ENSMUSG00000027630,Tbl1xr1,Gene Expression,0.029980686520716986,9.111799534888831e-07,3.017778649762311e-06,1544,0.527327218982295,1141
ENSMUSG00000026504,Sdccag8,Gene Expression,0.029957703078272502,8.907387156753543e-07,2.9515058346507227e-06,352,0.11102308474131516,312
ENSMUSG00000030805,Stx4a,Gene Expression,0.029956302683827454,9.321561897923658e-07,3.085448450599014e-06,2533,0.8800456216077361,1551
ENSMUSG00000040428,Plekha4,Gene Expression,0.02995275406103688,8.139344742641441e-07,2.701804789026107e-06,118,0.03605812747792529,108
ENSMUSG00000072872,Rybp,Gene Expression,0.02995111141219149,9.312595976584959e-07,3.083287215841441e-06,1172,0.39593872331289404,918
ENSMUSG00000044017,Adgrd1,Gene Expression,0.029936851954963862,7.454339905343943e-07,2.4812371843063183e-06,65,0.017993375076660843,62
ENSMUSG00000018500,Adora2b,Gene Expression,0.029929833639935326,8.953820536117263e-07,2.9664133058215296e-06,236,0.08375911811604417,218
ENSMUSG00000022043,Trim35,Gene Expression,0.02991725085563236,9.632738480203074e-07,3.186714643112592e-06,4077,1.3606011832426446,2006
ENSMUSG00000007817,Zmiz1,Gene Expression,0.029912951429147745,9.66455339757033e-07,3.1967249235177088e-06,2153,0.7125779979937992,1424
ENSMUSG00000028469,Npr2,Gene Expression,0.02991237289336601,9.55724103413047e-07,3.162757084490599e-06,871,0.28636035884084066,709
ENSMUSG00000052911,Lamb2,Gene Expression,0.029879079072124382,9.74401257236579e-07,3.2224886395151765e-06,756,0.27794836234811277,618
ENSMUSG00000022305,Lrp12,Gene Expression,0.02987703598915878,9.896818362609139e-07,3.2714438687279507e-06,1157,0.3762772449689744,901
ENSMUSG00000015970,Chdh,Gene Expression,0.029874331955139926,8.693316755348235e-07,2.881502088123171e-06,115,0.0470191747292726,108
ENSMUSG00000027189,Trim44,Gene Expression,0.029873570482426493,9.986931641670083e-07,3.2996385276048597e-06,3398,1.1430544832946126,1832
ENSMUSG00000029376,Mthfd2l,Gene Expression,0.02987205466977187,9.847366837512084e-07,3.256145248830649e-06,802,0.27112958786917796,646
ENSMUSG00000055745,Rtl6,Gene Expression,0.029872032614811767,9.94789498776072e-07,3.2873819624544404e-06,1302,0.4240706413426256,982
ENSMUSG00000028277,Ube2j1,Gene Expression,0.029864469854455532,1.0055018462296061e-06,3.3210659049744418e-06,2895,0.9630985875567591,1694
ENSMUSG00000021118,Plek2,Gene Expression,0.029856066692924652,4.1691960994683086e-07,1.4124664358093162e-06,21,0.00683637252161501,20
